AG_tree_file=symmetric/sym_split2_IB20_NV300_bw_k_1_320
####################################################### Allgather #######################################################
nranks=16
k=1
check_iters=0, warmup_iters=100, iters=100
nblocks=16, n_parallel_sm_blocks=1
KERNEL=pipeline_allgather_kernel_parallel_sm.cu::pipeline_allgather_schedule
BENCH_METHOD=2

             size(B)        send_size(B)        avg_time(us)        min_time(us)     avg_algbw(GB/s)     max_algbw(GB/s)
ThreadBlockLimitException: nblocks=174, ninstance=3, n_parallel_sm_blocks=4
ThreadBlockLimitException: nblocks=174, ninstance=3, n_parallel_sm_blocks=4
ThreadBlockLimitException: nblocks=174, ninstance=3, n_parallel_sm_blocks=4
ThreadBlockLimitException: nblocks=174, ninstance=3, n_parallel_sm_blocks=4
ThreadBlockLimitException: nblocks=174, ninstance=3, n_parallel_sm_blocks=4
ThreadBlockLimitException: nblocks=174, ninstance=3, n_parallel_sm_blocks=4
ThreadBlockLimitException: nblocks=174, ninstance=3, n_parallel_sm_blocks=4
ThreadBlockLimitException: nblocks=174, ninstance=3, n_parallel_sm_blocks=4
ThreadBlockLimitException: nblocks=174, ninstance=3, n_parallel_sm_blocks=4

ThreadBlockLimitException: nblocks=258, ninstance=3, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=258, ninstance=3, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=258, ninstance=3, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=258, ninstance=3, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=258, ninstance=3, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=258, ninstance=3, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=258, ninstance=3, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=258, ninstance=3, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=258, ninstance=3, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=258, ninstance=3, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=258, ninstance=3, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=258, ninstance=3, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=258, ninstance=3, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=258, ninstance=3, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=258, ninstance=3, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=258, ninstance=3, n_parallel_sm_blocks=6

ThreadBlockLimitException: nblocks=342, ninstance=3, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=342, ninstance=3, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=342, ninstance=3, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=342, ninstance=3, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=342, ninstance=3, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=342, ninstance=3, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=342, ninstance=3, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=342, ninstance=3, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=342, ninstance=3, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=342, ninstance=3, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=342, ninstance=3, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=342, ninstance=3, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=342, ninstance=3, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=342, ninstance=3, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=342, ninstance=3, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=342, ninstance=3, n_parallel_sm_blocks=8

####################################################### Allgather #######################################################
nranks=16
k=4
check_iters=0, warmup_iters=100, iters=100
nblocks=64, n_parallel_sm_blocks=1
KERNEL=pipeline_allgather_kernel_parallel_sm.cu::pipeline_allgather_schedule
BENCH_METHOD=2

             size(B)        send_size(B)        avg_time(us)        min_time(us)     avg_algbw(GB/s)     max_algbw(GB/s)
                3072               65536               89.92               89.92                0.03                0.03
                3072              131072               90.49               90.49                0.03                0.03
                3072              262144               90.94               90.94                0.03                0.03
                3072              524288               89.61               89.61                0.03                0.03
                3072             1048576               90.43               90.43                0.03                0.03
                3072             2097152               91.36               91.36                0.03                0.03
                3072             4194304               91.62               91.62                0.03                0.03
                6144               65536               89.69               89.69                0.07                0.07
                6144              131072               89.92               89.92                0.07                0.07
                6144              262144               89.86               89.86                0.07                0.07
                6144              524288               90.32               90.32                0.07                0.07
                6144             1048576               89.05               89.05                0.07                0.07
                6144             2097152               88.18               88.18                0.07                0.07
                6144             4194304               88.37               88.37                0.07                0.07
               12288               65536               88.78               88.78                0.14                0.14
               12288              131072               88.28               88.28                0.14                0.14
               12288              262144               88.41               88.41                0.14                0.14
               12288              524288               87.98               87.98                0.14                0.14
               12288             1048576               88.10               88.10                0.14                0.14
               12288             2097152               88.75               88.75                0.14                0.14
               12288             4194304               88.65               88.65                0.14                0.14
               24576               65536               88.56               88.56                0.28                0.28
               24576              131072               88.63               88.63                0.28                0.28
               24576              262144               88.54               88.54                0.28                0.28
               24576              524288               89.04               89.04                0.28                0.28
               24576             1048576               88.40               88.40                0.28                0.28
               24576             2097152               88.04               88.04                0.28                0.28
               24576             4194304               88.46               88.46                0.28                0.28
               49152               65536               88.52               88.52                0.56                0.56
               49152              131072               88.39               88.39                0.56                0.56
               49152              262144               88.94               88.94                0.55                0.55
               49152              524288               88.67               88.67                0.55                0.55
               49152             1048576               88.77               88.77                0.55                0.55
               49152             2097152               88.57               88.57                0.55                0.55
               49152             4194304               88.35               88.35                0.56                0.56
               98304               65536               88.87               88.87                1.11                1.11
               98304              131072               88.99               88.99                1.10                1.10
               98304              262144               88.90               88.90                1.11                1.11
               98304              524288               89.03               89.03                1.10                1.10
               98304             1048576               88.75               88.75                1.11                1.11
               98304             2097152               88.99               88.99                1.10                1.10
               98304             4194304               88.74               88.74                1.11                1.11
              196608               65536               89.67               89.67                2.19                2.19
              196608              131072               89.93               89.93                2.19                2.19
              196608              262144               90.04               90.04                2.18                2.18
              196608              524288               89.87               89.87                2.19                2.19
              196608             1048576               89.31               89.31                2.20                2.20
              196608             2097152               89.79               89.79                2.19                2.19
              196608             4194304               90.28               90.28                2.18                2.18
              393216               65536               93.22               93.22                4.22                4.22
              393216              131072               92.57               92.57                4.25                4.25
              393216              262144               92.96               92.96                4.23                4.23
              393216              524288               93.25               93.25                4.22                4.22
              393216             1048576               92.87               92.87                4.23                4.23
              393216             2097152               93.01               93.01                4.23                4.23
              393216             4194304               93.27               93.27                4.22                4.22
              786432               65536               96.01               96.01                8.19                8.19
              786432              131072               95.73               95.73                8.21                8.21
              786432              262144               95.71               95.71                8.22                8.22
              786432              524288               96.18               96.18                8.18                8.18
              786432             1048576               95.63               95.63                8.22                8.22
              786432             2097152               95.55               95.55                8.23                8.23
              786432             4194304               95.32               95.32                8.25                8.25
             1572864               65536               98.87               98.87               15.91               15.91
             1572864              131072               98.98               98.98               15.89               15.89
             1572864              262144              100.06              100.06               15.72               15.72
             1572864              524288               99.32               99.32               15.84               15.84
             1572864             1048576               98.45               98.45               15.98               15.98
             1572864             2097152               99.06               99.06               15.88               15.88
             1572864             4194304               98.67               98.67               15.94               15.94
             3145728               65536              103.94              103.94               30.27               30.27
             3145728              131072              104.11              104.11               30.22               30.22
             3145728              262144              104.59              104.59               30.08               30.08
             3145728              524288              105.27              105.27               29.88               29.88
             3145728             1048576              103.95              103.95               30.26               30.26
             3145728             2097152              103.88              103.88               30.28               30.28
             3145728             4194304              103.55              103.55               30.38               30.38
             6291456               65536              189.91              189.91               33.13               33.13
             6291456              131072              116.46              116.46               54.02               54.02
             6291456              262144              116.96              116.96               53.79               53.79
             6291456              524288              116.19              116.19               54.15               54.15
             6291456             1048576              116.42              116.42               54.04               54.04
             6291456             2097152              116.40              116.40               54.05               54.05
             6291456             4194304              116.77              116.77               53.88               53.88
            12582912               65536              280.63              280.63               44.84               44.84
            12582912              131072              215.27              215.27               58.45               58.45
            12582912              262144              138.05              138.05               91.15               91.15
            12582912              524288              134.51              134.51               93.54               93.54
            12582912             1048576              137.42              137.42               91.56               91.56
            12582912             2097152              138.76              138.76               90.68               90.68
            12582912             4194304              136.46              136.46               92.21               92.21
            25165824               65536              522.54              522.54               48.16               48.16
            25165824              131072              332.75              332.75               75.63               75.63
            25165824              262144              264.41              264.41               95.18               95.18
            25165824              524288              185.70              185.70              135.52              135.52
            25165824             1048576              186.11              186.11              135.22              135.22
            25165824             2097152              185.59              185.59              135.60              135.60
            25165824             4194304              184.28              184.28              136.56              136.56
            50331648               65536             1019.88             1019.88               49.35               49.35
            50331648              131072              628.28              628.28               80.11               80.11
            50331648              262144              426.31              426.31              118.06              118.06
            50331648              524288              355.24              355.24              141.69              141.69
            50331648             1048576              284.88              284.88              176.68              176.68
            50331648             2097152              285.38              285.38              176.37              176.37
            50331648             4194304              286.52              286.52              175.67              175.67
           100663296               65536             2018.55             2018.55               49.87               49.87
           100663296              131072             1231.75             1231.75               81.72               81.72
           100663296              262144              809.40              809.40              124.37              124.37
           100663296              524288              619.44              619.44              162.51              162.51
           100663296             1048576              533.47              533.47              188.69              188.69
           100663296             2097152              491.45              491.45              204.83              204.83
           100663296             4194304              491.51              491.51              204.80              204.80
           201326592               65536             3995.65             3995.65               50.39               50.39
           201326592              131072             2416.92             2416.92               83.30               83.30
           201326592              262144             1565.87             1565.87              128.57              128.57
           201326592              524288             1180.75             1180.75              170.51              170.51
           201326592             1048576              968.23              968.23              207.93              207.93
           201326592             2097152              876.83              876.83              229.61              229.61
           201326592             4194304              931.66              931.66              216.10              216.10
           402653184               65536             7955.14             7955.14               50.62               50.62
           402653184              131072             4772.25             4772.25               84.37               84.37
           402653184              262144             3049.47             3049.47              132.04              132.04
           402653184              524288             2252.12             2252.12              178.79              178.79
           402653184             1048576             1861.84             1861.84              216.27              216.27
           402653184             2097152             1648.08             1648.08              244.32              244.32
           402653184             4194304             1607.41             1607.41              250.50              250.50
           805306368               65536            15903.59            15903.59               50.64               50.64
           805306368              131072             9498.44             9498.44               84.78               84.78
           805306368              262144             6014.74             6014.74              133.89              133.89
           805306368              524288             4355.78             4355.78              184.88              184.88
           805306368             1048576             3603.32             3603.32              223.49              223.49
           805306368             2097152             3103.17             3103.17              259.51              259.51
           805306368             4194304             3097.01             3097.01              260.03              260.03
          1610612736               65536            31820.18            31820.18               50.62               50.62
          1610612736              131072            18954.57            18954.57               84.97               84.97
          1610612736              262144            11914.82            11914.82              135.18              135.18
          1610612736              524288             8421.54             8421.54              191.25              191.25
          1610612736             1048576             7064.70             7064.70              227.98              227.98
          1610612736             2097152             6058.79             6058.79              265.83              265.83
          1610612736             4194304             6094.24             6094.24              264.28              264.28
          3221225472               65536            63732.43            63732.43               50.54               50.54
          3221225472              131072            37930.84            37930.84               84.92               84.92
          3221225472              262144            23769.74            23769.74              135.52              135.52
          3221225472              524288            16619.36            16619.36              193.82              193.82
          3221225472             1048576            13928.33            13928.33              231.27              231.27
          3221225472             2097152            12102.78            12102.78              266.16              266.16
          3221225472             4194304            12137.55            12137.55              265.39              265.39

ThreadBlockLimitException: nblocks=120, ninstance=4, n_parallel_sm_blocks=2
ThreadBlockLimitException: nblocks=120, ninstance=4, n_parallel_sm_blocks=2
ThreadBlockLimitException: nblocks=120, ninstance=4, n_parallel_sm_blocks=2
ThreadBlockLimitException: nblocks=120, ninstance=4, n_parallel_sm_blocks=2
ThreadBlockLimitException: nblocks=120, ninstance=4, n_parallel_sm_blocks=2
ThreadBlockLimitException: nblocks=120, ninstance=4, n_parallel_sm_blocks=2
ThreadBlockLimitException: nblocks=120, ninstance=4, n_parallel_sm_blocks=2
ThreadBlockLimitException: nblocks=120, ninstance=4, n_parallel_sm_blocks=2
ThreadBlockLimitException: nblocks=120, ninstance=4, n_parallel_sm_blocks=2
ThreadBlockLimitException: nblocks=120, ninstance=4, n_parallel_sm_blocks=2
ThreadBlockLimitException: nblocks=120, ninstance=4, n_parallel_sm_blocks=2
ThreadBlockLimitException: nblocks=120, ninstance=4, n_parallel_sm_blocks=2
ThreadBlockLimitException: nblocks=120, ninstance=4, n_parallel_sm_blocks=2
ThreadBlockLimitException: nblocks=120, ninstance=4, n_parallel_sm_blocks=2
ThreadBlockLimitException: nblocks=120, ninstance=4, n_parallel_sm_blocks=2
ThreadBlockLimitException: nblocks=120, ninstance=4, n_parallel_sm_blocks=2

ThreadBlockLimitException: nblocks=176, ninstance=4, n_parallel_sm_blocks=3
ThreadBlockLimitException: nblocks=176, ninstance=4, n_parallel_sm_blocks=3
ThreadBlockLimitException: nblocks=176, ninstance=4, n_parallel_sm_blocks=3
ThreadBlockLimitException: nblocks=176, ninstance=4, n_parallel_sm_blocks=3
ThreadBlockLimitException: nblocks=176, ninstance=4, n_parallel_sm_blocks=3
ThreadBlockLimitException: nblocks=176, ninstance=4, n_parallel_sm_blocks=3
ThreadBlockLimitException: nblocks=176, ninstance=4, n_parallel_sm_blocks=3
ThreadBlockLimitException: nblocks=176, ninstance=4, n_parallel_sm_blocks=3
ThreadBlockLimitException: nblocks=176, ninstance=4, n_parallel_sm_blocks=3
ThreadBlockLimitException: nblocks=176, ninstance=4, n_parallel_sm_blocks=3
ThreadBlockLimitException: nblocks=176, ninstance=4, n_parallel_sm_blocks=3
ThreadBlockLimitException: nblocks=176, ninstance=4, n_parallel_sm_blocks=3
ThreadBlockLimitException: nblocks=176, ninstance=4, n_parallel_sm_blocks=3
ThreadBlockLimitException: nblocks=176, ninstance=4, n_parallel_sm_blocks=3
ThreadBlockLimitException: nblocks=176, ninstance=4, n_parallel_sm_blocks=3
ThreadBlockLimitException: nblocks=176, ninstance=4, n_parallel_sm_blocks=3

ThreadBlockLimitException: nblocks=232, ninstance=4, n_parallel_sm_blocks=4
ThreadBlockLimitException: nblocks=232, ninstance=4, n_parallel_sm_blocks=4
ThreadBlockLimitException: nblocks=232, ninstance=4, n_parallel_sm_blocks=4
ThreadBlockLimitException: nblocks=232, ninstance=4, n_parallel_sm_blocks=4
ThreadBlockLimitException: nblocks=232, ninstance=4, n_parallel_sm_blocks=4
ThreadBlockLimitException: nblocks=232, ninstance=4, n_parallel_sm_blocks=4
ThreadBlockLimitException: nblocks=232, ninstance=4, n_parallel_sm_blocks=4
ThreadBlockLimitException: nblocks=232, ninstance=4, n_parallel_sm_blocks=4
ThreadBlockLimitException: nblocks=232, ninstance=4, n_parallel_sm_blocks=4
ThreadBlockLimitException: nblocks=232, ninstance=4, n_parallel_sm_blocks=4
ThreadBlockLimitException: nblocks=232, ninstance=4, n_parallel_sm_blocks=4
ThreadBlockLimitException: nblocks=232, ninstance=4, n_parallel_sm_blocks=4
ThreadBlockLimitException: nblocks=232, ninstance=4, n_parallel_sm_blocks=4
ThreadBlockLimitException: nblocks=232, ninstance=4, n_parallel_sm_blocks=4
ThreadBlockLimitException: nblocks=232, ninstance=4, n_parallel_sm_blocks=4
ThreadBlockLimitException: nblocks=232, ninstance=4, n_parallel_sm_blocks=4

ThreadBlockLimitException: nblocks=344, ninstance=4, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=344, ninstance=4, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=344, ninstance=4, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=344, ninstance=4, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=344, ninstance=4, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=344, ninstance=4, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=344, ninstance=4, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=344, ninstance=4, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=344, ninstance=4, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=344, ninstance=4, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=344, ninstance=4, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=344, ninstance=4, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=344, ninstance=4, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=344, ninstance=4, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=344, ninstance=4, n_parallel_sm_blocks=6
ThreadBlockLimitException: nblocks=344, ninstance=4, n_parallel_sm_blocks=6

ThreadBlockLimitException: nblocks=456, ninstance=4, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=456, ninstance=4, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=456, ninstance=4, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=456, ninstance=4, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=456, ninstance=4, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=456, ninstance=4, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=456, ninstance=4, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=456, ninstance=4, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=456, ninstance=4, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=456, ninstance=4, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=456, ninstance=4, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=456, ninstance=4, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=456, ninstance=4, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=456, ninstance=4, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=456, ninstance=4, n_parallel_sm_blocks=8
ThreadBlockLimitException: nblocks=456, ninstance=4, n_parallel_sm_blocks=8

####################################################### Allgather #######################################################
nranks=16
k=6
check_iters=0, warmup_iters=100, iters=100
nblocks=96, n_parallel_sm_blocks=1
KERNEL=pipeline_allgather_kernel_parallel_sm.cu::pipeline_allgather_schedule
BENCH_METHOD=2

             size(B)        send_size(B)        avg_time(us)        min_time(us)     avg_algbw(GB/s)     max_algbw(GB/s)
                3072               65536              130.44              130.44                0.02                0.02
                3072              131072              130.85              130.85                0.02                0.02
                3072              262144              132.19              132.19                0.02                0.02
                3072              524288              131.39              131.39                0.02                0.02
                3072             1048576              130.98              130.98                0.02                0.02
                3072             2097152              131.39              131.39                0.02                0.02
                3072             4194304              131.70              131.70                0.02                0.02
                6144               65536              131.36              131.36                0.05                0.05
                6144              131072              131.33              131.33                0.05                0.05
                6144              262144              130.23              130.23                0.05                0.05
                6144              524288              129.83              129.83                0.05                0.05
                6144             1048576              130.48              130.48                0.05                0.05
                6144             2097152              129.56              129.56                0.05                0.05
                6144             4194304              129.70              129.70                0.05                0.05
               12288               65536              130.39              130.39                0.09                0.09
               12288              131072              129.87              129.87                0.09                0.09
               12288              262144              130.09              130.09                0.09                0.09
               12288              524288              130.12              130.12                0.09                0.09
               12288             1048576              129.73              129.73                0.09                0.09
               12288             2097152              130.16              130.16                0.09                0.09
               12288             4194304              129.93              129.93                0.09                0.09
               24576               65536              130.11              130.11                0.19                0.19
               24576              131072              130.40              130.40                0.19                0.19
               24576              262144              130.10              130.10                0.19                0.19
               24576              524288              130.44              130.44                0.19                0.19
               24576             1048576              130.08              130.08                0.19                0.19
               24576             2097152              130.53              130.53                0.19                0.19
               24576             4194304              130.38              130.38                0.19                0.19
               49152               65536              130.52              130.52                0.38                0.38
               49152              131072              131.04              131.04                0.38                0.38
               49152              262144              130.15              130.15                0.38                0.38
               49152              524288              130.51              130.51                0.38                0.38
               49152             1048576              130.06              130.06                0.38                0.38
               49152             2097152              130.79              130.79                0.38                0.38
               49152             4194304              130.30              130.30                0.38                0.38
               98304               65536              130.99              130.99                0.75                0.75
               98304              131072              130.42              130.42                0.75                0.75
               98304              262144              130.38              130.38                0.75                0.75
               98304              524288              130.82              130.82                0.75                0.75
               98304             1048576              130.76              130.76                0.75                0.75
               98304             2097152              130.93              130.93                0.75                0.75
               98304             4194304              130.63              130.63                0.75                0.75
              196608               65536              131.81              131.81                1.49                1.49
              196608              131072              131.32              131.32                1.50                1.50
              196608              262144              132.12              132.12                1.49                1.49
              196608              524288              131.49              131.49                1.50                1.50
              196608             1048576              131.37              131.37                1.50                1.50
              196608             2097152              131.37              131.37                1.50                1.50
              196608             4194304              131.92              131.92                1.49                1.49
              393216               65536              136.86              136.86                2.87                2.87
              393216              131072              136.62              136.62                2.88                2.88
              393216              262144              136.55              136.55                2.88                2.88
              393216              524288              137.48              137.48                2.86                2.86
              393216             1048576              136.82              136.82                2.87                2.87
              393216             2097152              137.07              137.07                2.87                2.87
              393216             4194304              136.92              136.92                2.87                2.87
              786432               65536              139.40              139.40                5.64                5.64
              786432              131072              138.93              138.93                5.66                5.66
              786432              262144              139.75              139.75                5.63                5.63
              786432              524288              139.97              139.97                5.62                5.62
              786432             1048576              140.52              140.52                5.60                5.60
              786432             2097152              140.15              140.15                5.61                5.61
              786432             4194304              139.63              139.63                5.63                5.63
             1572864               65536              143.25              143.25               10.98               10.98
             1572864              131072              143.45              143.45               10.96               10.96
             1572864              262144              143.53              143.53               10.96               10.96
             1572864              524288              143.71              143.71               10.94               10.94
             1572864             1048576              143.89              143.89               10.93               10.93
             1572864             2097152              143.76              143.76               10.94               10.94
             1572864             4194304              144.52              144.52               10.88               10.88
             3145728               65536              148.65              148.65               21.16               21.16
             3145728              131072              148.90              148.90               21.13               21.13
             3145728              262144              149.29              149.29               21.07               21.07
             3145728              524288              149.23              149.23               21.08               21.08
             3145728             1048576              149.66              149.66               21.02               21.02
             3145728             2097152              148.71              148.71               21.15               21.15
             3145728             4194304              148.80              148.80               21.14               21.14
             6291456               65536              156.18              156.18               40.28               40.28
             6291456              131072              156.50              156.50               40.20               40.20
             6291456              262144              156.13              156.13               40.30               40.30
             6291456              524288              155.89              155.89               40.36               40.36
             6291456             1048576              156.61              156.61               40.17               40.17
             6291456             2097152              156.38              156.38               40.23               40.23
             6291456             4194304              156.24              156.24               40.27               40.27
            12582912               65536              293.24              293.24               42.91               42.91
            12582912              131072              171.61              171.61               73.32               73.32
            12582912              262144              170.66              170.66               73.73               73.73
            12582912              524288              172.49              172.49               72.95               72.95
            12582912             1048576              172.91              172.91               72.77               72.77
            12582912             2097152              172.08              172.08               73.12               73.12
            12582912             4194304              171.97              171.97               73.17               73.17
            25165824               65536              535.65              535.65               46.98               46.98
            25165824              131072              346.75              346.75               72.58               72.58
            25165824              262144              216.55              216.55              116.22              116.22
            25165824              524288              219.79              219.79              114.50              114.50
            25165824             1048576              217.65              217.65              115.62              115.62
            25165824             2097152              218.07              218.07              115.40              115.40
            25165824             4194304              216.24              216.24              116.38              116.38
            50331648               65536             1031.52             1031.52               48.79               48.79
            50331648              131072              641.75              641.75               78.43               78.43
            50331648              262144              435.67              435.67              115.53              115.53
            50331648              524288              303.00              303.00              166.11              166.11
            50331648             1048576              304.50              304.50              165.29              165.29
            50331648             2097152              305.95              305.95              164.51              164.51
            50331648             4194304              305.75              305.75              164.62              164.62
           100663296               65536             2027.81             2027.81               49.64               49.64
           100663296              131072             1238.48             1238.48               81.28               81.28
           100663296              262144              818.42              818.42              123.00              123.00
           100663296              524288              609.94              609.94              165.04              165.04
           100663296             1048576              490.94              490.94              205.04              205.04
           100663296             2097152              491.70              491.70              204.72              204.72
           100663296             4194304              490.92              490.92              205.05              205.05
           201326592               65536             4008.69             4008.69               50.22               50.22
           201326592              131072             2422.12             2422.12               83.12               83.12
           201326592              262144             1576.77             1576.77              127.68              127.68
           201326592              524288             1184.77             1184.77              169.93              169.93
           201326592             1048576              936.59              936.59              214.96              214.96
           201326592             2097152              881.34              881.34              228.43              228.43
           201326592             4194304              885.79              885.79              227.28              227.28
           402653184               65536             7984.57             7984.57               50.43               50.43
           402653184              131072             4797.91             4797.91               83.92               83.92
           402653184              262144             3064.52             3064.52              131.39              131.39
           402653184              524288             2242.61             2242.61              179.55              179.55
           402653184             1048576             1837.94             1837.94              219.08              219.08
           402653184             2097152             1625.12             1625.12              247.77              247.77
           402653184             4194304             1677.05             1677.05              240.10              240.10
           805306368               65536            15853.53            15853.53               50.80               50.80
           805306368              131072             9503.00             9503.00               84.74               84.74
           805306368              262144             6037.31             6037.31              133.39              133.39
           805306368              524288             4344.10             4344.10              185.38              185.38
           805306368             1048576             3586.98             3586.98              224.51              224.51
           805306368             2097152             3094.75             3094.75              260.22              260.22
           805306368             4194304             3091.22             3091.22              260.51              260.51
          1610612736               65536            31788.81            31788.81               50.67               50.67
          1610612736              131072            18949.23            18949.23               85.00               85.00
          1610612736              262144            11944.74            11944.74              134.84              134.84
          1610612736              524288             8396.64             8396.64              191.82              191.82
          1610612736             1048576             7049.77             7049.77              228.46              228.46
          1610612736             2097152             6077.05             6077.05              265.03              265.03
          1610612736             4194304             6095.72             6095.72              264.22              264.22
          3221225472               65536            63525.83            63525.83               50.71               50.71
          3221225472              131072            37824.67            37824.67               85.16               85.16
